,time_step,conversion_rate,cost_of_production,fiat_reserve,mech_step,operational_budget,overhead_cost,producer_roi_estimate,run,smooth_avg_fiat_reserve,smooth_avg_token_reserve,token_reserve,token_supply,tx_volume,volume_of_production,price
228,228,0.19886672710416878,4.966113106850174,3875927.35295755,5.0,25000.0,517.1368356900495,0.21075897708088354,5.5,3628055.33593211,719930.319562758,728421.1132595558,900746.9816206491,99996.43600549093,177.55307564673882,5.028493275680995
229,229,0.19772318183337304,4.955561323017644,3901205.484613045,5.0,25000.0,517.137697058434,0.20693310343041965,5.5,3653349.023526407,720798.7749071071,729203.3034304796,901739.5118044418,99996.6290219748,177.65006504242592,5.057575903480698
230,230,0.19659305982946848,4.995247860371195,3926481.5715957577,5.0,25000.0,517.1382333590134,0.20300924004298512,5.5,3678641.0669318014,721658.1393139607,729977.3007555611,902722.1166863983,99996.76470341368,177.66766673250103,5.0866495534859375
231,231,0.1954761103159076,4.988264583825139,3951755.7170349653,5.0,25000.0,517.1384812169422,0.19921019082316913,5.5,3703931.422384684,722508.5068251895,730743.1673540582,903694.8955195341,99996.88008930869,177.6014827483154,5.115714643512739
232,232,0.19437208514963503,4.876407516554955,3977028.4926692923,5.0,25000.0,517.1384079100613,0.1973006227072568,5.5,3729220.0909327692,723349.9647388938,731500.916226782,904657.9465643376,99997.05548392232,177.46858882927717,5.144771684834074
233,233,0.1932807388973541,4.815453431173739,4002299.8912590835,5.0,25000.0,517.1380718066159,0.1978853995993701,5.5,3754507.119115867,724182.5945940475,732250.6314223984,905611.3670986954,99997.25870914492,177.33120467578837,5.173821280407416
234,234,0.19220183721910444,5.058750580763614,4027568.4601544994,5.0,25000.0,517.1377093643464,0.19543916398094557,5.5,3779792.477330173,725006.487120142,732992.5819330561,906555.2534277077,99997.44041949727,177.24185229443233,5.202863898017943
235,235,0.19113516511037673,4.955909115774723,4052835.022356333,5.0,25000.0,517.1374948339168,0.191256617092888,5.5,3805076.0329884477,725821.7457765494,733726.7365932071,907489.7008934298,99997.59595674212,177.07079435660856,5.231899631983053
236,236,0.19008049484755699,4.868509417673626,4078100.249515678,5.0,25000.0,517.1368649476053,0.18945019959276976,5.5,3830357.837953406,726628.4490326368,734453.0884487599,908414.8038844955,99997.71737171296,176.85166684242483,5.260929064825888
237,237,0.18903760599444783,4.720256317493755,4103364.3512815917,5.0,25000.0,517.1360289961059,0.19094581667749216,5.5,3855637.9389727414,727426.6757166379,735171.6902454336,909330.6558456507,99997.86263365603,176.63240198580633,5.289952730513159
238,238,0.18800628254738566,4.795441848658392,4128626.434544095,5.0,25000.0,517.1351621579612,0.193213648164141,5.5,3880916.3721575076,728216.5052845964,735882.7355068884,910237.3492871951,99998.03037426215,176.49566419030955,5.318971187826966
239,239,0.18698632689394787,5.069023810563665,4153885.089245177,5.0,25000.0,517.1345906903581,0.1909940430503423,5.5,3906193.022043987,728998.0359879978,736586.4750193448,911134.9757943235,99998.13430508955,176.40699934150172,5.347984617972442
240,240,0.18597755379371483,5.1883958405591635,4179140.5776005136,5.0,25000.0,517.1341478039224,0.18485959760968862,5.5,3931467.7033415465,729771.3735885097,737282.9468721934,912023.6260363804,99998.22081476093,176.22648984034,5.376992973620859
241,241,0.18497977280980138,5.202381058606544,4204393.7172977105,5.0,25000.0,517.1333054136043,0.17854588368567012,5.5,3956740.3470359403,730536.6081379547,737972.1219908955,912903.3897760162,99998.32965141088,175.8973000416819,5.405996476318593
242,242,0.183992793245262,5.311059017378926,4229644.310655824,5.0,25000.0,517.1319100977089,0.17243461632872906,5.5,3982010.930697567,731293.8231102892,738654.0992654384,913774.3558782547,99998.48158978338,175.43299987095727,5.434995481953481
243,243,0.1830164315308944,5.129271619169125,4254893.462227187,5.0,25000.0,517.1300488559764,0.16908610936559512,5.5,4007279.428141672,732043.1017109446,739328.8109645769,914636.6123194727,99998.60385774795,174.81812458534384,5.463990263798763
244,244,0.18205049468766915,4.994110687187353,4280141.618916048,5.0,25000.0,517.127664764289,0.1707549022680503,5.5,4032545.9632946663,732784.5076437827,739996.2774977784,915490.2461962791,99998.70059579068,174.1563099555676,5.492981503377003
245,245,0.1810947988313805,4.97147428874194,4305388.138760084,5.0,25000.0,517.1251876165209,0.17514906080359216,5.5,4057810.6049388354,733518.1111980295,740656.6501181963,916335.3437343155,99998.7831624688,173.5549679109032,5.521969744316687
246,246,0.18014916993915767,4.913930743034446,4330632.942484403,5.0,25000.0,517.1229932373834,0.18010682976259065,5.5,4083073.3585535716,734243.989645621,741310.0128444233,917171.9902969709,99998.86306648863,173.05160283133335,5.550955357372632
247,247,0.17921343697325323,4.814900005024579,4355876.19988615,5.0,25000.0,517.1211764290534,0.1862579755929495,5.5,4108334.253429295,734962.2171407962,741956.418484841,918000.2703940026,99998.94514890773,172.66400490184057,5.579938741698511
248,248,0.17828743284697485,4.785324729835028,4381117.646481345,5.0,25000.0,517.1197655732318,0.19326356909425568,5.5,4133593.314860024,735672.8675889042,742595.9655483655,918820.2676900625,99998.98640322435,172.43545561370988,5.608920292538543
249,249,0.1773709975124425,4.823497075218233,4406356.766003645,5.0,25000.0,517.1189272433859,0.19919765803156508,5.5,4158850.5182618056,736376.0198108266,743228.7847947386,919632.065013162,99999.07380017462,172.3738685087644,5.637900299511201
250,250,0.17646397801554553,4.876472454117287,4431593.317849828,5.0,25000.0,517.1186601934154,0.20250511422907896,5.5,4184105.7961315187,737071.756940291,743854.968627555,920435.744363031,99999.13660946781,172.44132223114002,5.6668789361186525
251,251,0.1755662249549663,4.996872327830771,4456826.935802949,5.0,25000.0,517.1188147557571,0.2026444834349032,5.5,4209359.070746412,737760.1622165565,744474.6263619313,921231.3869194003,99999.18194971819,172.5694650517658,5.69585636563357
252,252,0.17467759489206355,5.055462627720485,4482057.756445787,5.0,25000.0,517.1191362301054,0.2012555317660204,5.5,4234610.242286867,738441.3208730245,745087.8103472198,922019.0730502061,99999.23460237974,172.68070263476662,5.724832658807319
253,253,0.17379794324011633,4.876433463042349,4507286.969598087,5.0,25000.0,517.1193659003117,0.20258511734554277,5.5,4259859.29110825,739115.3081086291,745694.4459307119,922798.8823197038,99999.29763440775,172.75332839635746,5.753808021872945
254,254,0.17292712010633401,4.973805440572055,4532513.872824028,5.0,25000.0,517.1194678982596,0.20451431650000604,5.5,4285106.280023989,739782.1885507966,746294.6804338053,923570.893496507,99999.34427466459,172.8809871233915,5.782782939917657
255,255,0.17206498988123098,4.932663009061182,4557738.482417578,5.0,25000.0,517.1198389591398,0.20531786364134672,5.5,4310351.14432641,740442.0412230013,746888.5785222803,924335.1845615421,99999.38662586597,173.02060087485307,5.81175752656166
256,256,0.17121141467704348,4.985739059472604,4582960.705199051,5.0,25000.0,517.1202467566927,0.20548618005197408,5.5,4335593.884777906,741094.9369772336,747476.2164099573,925091.8327159277,99999.4335377492,173.1773410429586,5.840732067346693
257,257,0.17036626309696992,4.980693037910521,4608180.441068164,5.0,25000.0,517.1207293158417,0.20506028608614507,5.5,4360834.458427827,741740.9509621229,748057.6650051525,925840.9143887676,99999.46995767436,173.32835766026557,5.869706723747383
258,258,0.16952940471163186,4.967158235989572,4633397.88036591,5.0,25000.0,517.1211759380901,0.20502623455338012,5.5,4386072.843166412,742380.1547964101,748632.9649387861,926582.5052448798,99999.49698110984,173.46406953896195,5.8986817166083485
259,259,0.1687007114166015,5.04844895250518,4658612.644078932,5.0,25000.0,517.1215807651051,0.20401789897381603,5.5,4411309.020362452,743012.6193139175,749202.2249819738,927316.6801924309,99999.53458802996,173.59776929649865,5.927657278993501
260,260,0.167880061308348,4.984774660943474,4683825.097859617,5.0,25000.0,517.1219956228962,0.20264051678246148,5.5,4436542.940426755,743638.418428459,749765.4646547002,928043.5133905062,99999.56377681873,173.6885215919728,5.956633516849174
